Department,Monthly Income,Business Travel,Over Time,Job Satisfaction,Work Life Balance,Years At Company,Attrition
Sales,4968.128946,Travel_Frequently,No,4,3,9,No
Human Resources,5067.808116,Non-Travel,Yes,1,4,10,Yes
Research & Development,4990.248352,Non-Travel,Yes,3,2,12,No
Sales,4989.938743,Travel_Frequently,No,1,4,7,Yes
Human Resources,5012.447169,Travel_Rarely,No,2,1,9,Yes
Human Resources,5244.070507,Travel_Rarely,No,1,2,12,No
Sales,4555.767854,Travel_Rarely,No,2,3,9,No
Sales,4985.266203,Travel_Frequently,Yes,1,4,11,Yes
Human Resources,4095.9521,Travel_Frequently,No,2,1,11,Yes
Sales,5004.974681,Travel_Frequently,Yes,3,2,16,No
Research & Development,5255.542095,Travel_Rarely,No,1,2,13,No
Human Resources,5523.708698,Non-Travel,Yes,3,3,9,No
Human Resources,4654.605856,Travel_Rarely,No,3,3,12,No
Human Resources,3974.580541,Non-Travel,Yes,3,4,9,Yes
Human Resources,5275.204664,Travel_Frequently,No,4,4,11,No
Research & Development,4816.220414,Travel_Frequently,Yes,2,4,9,Yes
Research & Development,5062.594161,Non-Travel,Yes,4,4,8,No
Sales,5500.760924,Non-Travel,Yes,1,2,10,No
Sales,5254.929754,Travel_Rarely,No,2,4,15,No
Sales,4704.793654,Travel_Frequently,Yes,2,2,7,Yes
Sales,4591.218827,Non-Travel,Yes,4,1,10,No
Research & Development,4906.481364,Non-Travel,Yes,4,4,9,No
Sales,4942.60458,Non-Travel,Yes,3,3,11,No
Human Resources,4787.886113,Travel_Rarely,Yes,3,4,11,No
Sales,4210.859276,Non-Travel,No,4,2,11,No
Research & Development,4774.741906,Non-Travel,No,4,2,9,No
Sales,5017.676927,Travel_Frequently,Yes,1,3,9,Yes
Sales,4849.889899,Non-Travel,Yes,2,4,12,No
Human Resources,5048.075275,Non-Travel,No,4,2,11,No
Human Resources,5233.904399,Travel_Rarely,Yes,1,4,7,No
Human Resources,5188.410986,Non-Travel,Yes,1,1,12,No
Research & Development,4491.141743,Travel_Rarely,No,2,3,12,No
Research & Development,5458.65861,Travel_Rarely,Yes,2,1,10,Yes
Sales,5457.297199,Non-Travel,Yes,2,4,7,Yes
Human Resources,4716.947579,Travel_Rarely,Yes,4,1,14,Yes
Human Resources,5763.372386,Non-Travel,No,2,4,8,No
Research & Development,4945.836004,Travel_Rarely,Yes,3,2,11,No
Research & Development,5187.693915,Non-Travel,Yes,1,3,10,Yes
Research & Development,3993.306756,Non-Travel,Yes,3,4,12,No
Sales,4700.676453,Travel_Frequently,Yes,2,4,9,Yes
Human Resources,5155.027883,Non-Travel,No,4,3,8,No
Sales,5435.644191,Non-Travel,Yes,2,1,8,No
Sales,5698.430664,Non-Travel,Yes,4,3,8,No
Research & Development,4905.936832,Travel_Frequently,No,1,2,9,Yes
Human Resources,5224.7305,Non-Travel,Yes,1,2,12,Yes
Research & Development,5117.444822,Non-Travel,Yes,2,1,10,No
Research & Development,5305.25874,Travel_Frequently,No,4,1,8,Yes
Research & Development,6386.347115,Non-Travel,No,1,4,11,No
Sales,5058.854352,Travel_Rarely,Yes,1,2,5,Yes
Sales,5201.168308,Non-Travel,Yes,3,1,10,No
Sales,4848.817571,Non-Travel,No,4,4,8,No
Human Resources,5126.287951,Travel_Frequently,No,1,4,6,No
Research & Development,5697.188103,Travel_Rarely,No,3,3,5,No
Research & Development,5518.976115,Travel_Rarely,Yes,2,3,11,No
Sales,4518.184805,Non-Travel,Yes,1,4,10,No
Human Resources,5653.346185,Travel_Rarely,Yes,4,1,12,Yes
Human Resources,4846.91504,Travel_Frequently,No,3,4,10,No
Research & Development,5041.309673,Travel_Rarely,Yes,3,4,10,Yes
Human Resources,4583.119353,Non-Travel,No,3,1,9,Yes
Human Resources,5124.686851,Travel_Frequently,No,1,4,13,No
Human Resources,4229.770774,Non-Travel,Yes,1,1,9,Yes
Human Resources,5342.285377,Non-Travel,No,4,2,9,No
Sales,4063.686706,Travel_Frequently,No,4,3,10,No
Sales,3617.622539,Travel_Frequently,No,3,3,6,Yes
Research & Development,4960.267508,Travel_Frequently,Yes,3,1,7,Yes
Sales,4226.039899,Non-Travel,Yes,2,1,9,Yes
Human Resources,4227.254864,Travel_Rarely,Yes,4,4,12,Yes
Human Resources,5325.491868,Travel_Rarely,No,3,2,12,No
Sales,5295.52729,Non-Travel,No,3,2,8,No
Research & Development,6230.098746,Non-Travel,Yes,1,3,12,No
Sales,4897.000821,Travel_Frequently,Yes,3,4,9,Yes
Sales,4845.562889,Non-Travel,No,4,2,10,No
Sales,4290.393567,Travel_Frequently,Yes,1,3,7,Yes
Human Resources,5045.652784,Travel_Frequently,No,1,4,12,No
Research & Development,5663.001315,Travel_Rarely,Yes,1,1,11,Yes
Human Resources,5478.746914,Non-Travel,No,1,2,9,No
Human Resources,4106.080243,Travel_Rarely,Yes,1,2,9,Yes
Research & Development,4619.21913,Non-Travel,Yes,3,1,13,No
Research & Development,4982.586511,Non-Travel,Yes,2,3,8,No
Research & Development,4821.000547,Non-Travel,Yes,1,1,11,Yes
Sales,4745.785368,Travel_Frequently,No,1,1,10,Yes
Sales,5280.148798,Non-Travel,Yes,1,3,11,No
Human Resources,4290.664762,Travel_Frequently,No,3,4,10,No
Human Resources,4017.315809,Travel_Frequently,No,2,1,10,Yes
Human Resources,4823.94995,Non-Travel,No,3,4,8,No
Research & Development,4202.767709,Travel_Frequently,No,1,3,7,Yes
Human Resources,5090.644204,Non-Travel,No,4,3,13,No
Sales,4996.707219,Non-Travel,No,1,4,10,No
Human Resources,4897.571369,Travel_Rarely,Yes,1,2,10,Yes
Research & Development,4731.526126,Non-Travel,Yes,1,3,11,No
Research & Development,4680.698397,Travel_Rarely,No,4,3,10,No
Research & Development,5643.199274,Non-Travel,Yes,2,2,13,No
Research & Development,4521.211345,Non-Travel,No,4,1,8,No
Research & Development,5444.189669,Travel_Rarely,Yes,3,4,12,No
Human Resources,5352.782165,Non-Travel,No,3,2,6,No
Sales,5218.581595,Travel_Frequently,Yes,2,1,13,Yes
Research & Development,4673.72032,Travel_Frequently,Yes,2,1,11,Yes
Human Resources,5356.104912,Travel_Frequently,Yes,1,2,12,Yes
Human Resources,5199.774609,Non-Travel,No,3,2,9,No
Research & Development,4808.546344,Non-Travel,No,3,4,13,No
Sales,4292.252707,Travel_Rarely,No,4,1,10,No
Research & Development,5363.421274,Travel_Frequently,Yes,1,2,16,Yes
Research & Development,4899.834358,Travel_Frequently,Yes,1,2,7,Yes
Human Resources,5153.102779,Travel_Rarely,Yes,2,1,9,Yes
Human Resources,4410.799768,Travel_Frequently,No,3,3,9,Yes
Human Resources,5573.600393,Non-Travel,No,1,2,14,No
Human Resources,5438.948259,Non-Travel,Yes,2,1,14,No
Human Resources,4452.527692,Travel_Rarely,Yes,4,3,6,Yes
Sales,4626.9025,Travel_Frequently,Yes,3,2,13,Yes
Human Resources,4999.916078,Travel_Rarely,No,2,2,14,No
Sales,4100.59229,Non-Travel,No,1,3,9,No
Sales,5083.352824,Non-Travel,No,1,4,13,No
Research & Development,4442.115816,Non-Travel,Yes,2,4,9,Yes
Research & Development,5032.618702,Travel_Rarely,Yes,4,4,10,No
Human Resources,4627.502345,Non-Travel,Yes,2,1,10,Yes
Research & Development,4698.558172,Non-Travel,Yes,2,1,11,No
Human Resources,5458.010282,Non-Travel,No,1,2,13,No
Research & Development,4275.066572,Travel_Rarely,Yes,1,2,6,Yes
Sales,4900.781914,Travel_Rarely,Yes,4,3,9,Yes
Sales,4629.931252,Non-Travel,Yes,2,2,9,Yes
Human Resources,4860.058815,Travel_Rarely,Yes,4,3,7,Yes
Human Resources,4945.662376,Travel_Rarely,No,3,2,12,No
Sales,5277.371395,Non-Travel,Yes,3,1,10,No
Research & Development,4707.500798,Non-Travel,No,3,1,10,No
Human Resources,4224.078148,Non-Travel,Yes,4,4,9,Yes
Sales,5434.106067,Travel_Frequently,Yes,4,3,10,Yes
Human Resources,4723.282422,Travel_Frequently,No,3,4,9,No
Human Resources,4408.866724,Travel_Rarely,Yes,2,4,11,Yes
Sales,3860.792209,Non-Travel,Yes,1,1,10,Yes
Research & Development,3893.978396,Travel_Rarely,Yes,3,3,9,Yes
Research & Development,4707.991702,Non-Travel,Yes,3,2,11,Yes
Research & Development,5711.38097,Travel_Rarely,No,3,1,10,No
Human Resources,4836.261093,Travel_Rarely,No,3,1,10,No
Sales,4021.625047,Travel_Rarely,No,3,4,11,No
Human Resources,6078.350927,Non-Travel,Yes,1,3,11,No
Sales,5145.902609,Travel_Rarely,No,1,3,12,No
Sales,5225.078684,Non-Travel,Yes,1,4,13,No
Human Resources,4576.875753,Non-Travel,Yes,3,2,10,Yes
Sales,4919.878824,Travel_Frequently,No,2,1,12,Yes
Research & Development,4874.132289,Travel_Rarely,No,1,3,9,Yes
Human Resources,5099.136126,Travel_Rarely,Yes,3,2,10,Yes
Sales,4657.768319,Non-Travel,No,3,4,9,No
Sales,4369.091702,Travel_Frequently,No,3,4,11,No
Human Resources,6066.984854,Travel_Frequently,Yes,2,2,11,No
Research & Development,4683.788443,Travel_Rarely,No,4,4,12,No
Human Resources,5186.390737,Travel_Rarely,No,1,3,10,No
Sales,4697.046592,Travel_Rarely,No,4,1,11,Yes
Sales,4818.792514,Non-Travel,Yes,3,3,8,No
Research & Development,4786.164725,Non-Travel,Yes,4,2,11,No
Research & Development,4994.337126,Travel_Frequently,Yes,4,4,11,Yes
Sales,4133.960636,Travel_Frequently,No,3,2,11,Yes
Research & Development,5297.834153,Non-Travel,No,4,2,8,No
Research & Development,4906.573588,Non-Travel,No,2,4,10,No
Research & Development,5021.286085,Non-Travel,Yes,1,2,11,Yes
Human Resources,5330.426255,Travel_Rarely,Yes,1,4,11,No
Sales,5149.291044,Travel_Rarely,Yes,1,1,10,Yes
Human Resources,5763.579559,Travel_Frequently,No,2,1,9,No
Sales,5358.281654,Travel_Rarely,Yes,2,4,11,No
Research & Development,5457.817955,Travel_Frequently,No,3,1,11,No
Research & Development,4752.567238,Non-Travel,No,2,4,11,No
Human Resources,4626.829142,Travel_Rarely,Yes,3,1,9,Yes
Human Resources,4702.708568,Travel_Rarely,Yes,1,2,10,Yes
Research & Development,4266.844155,Travel_Frequently,No,1,1,11,Yes
Human Resources,4608.674172,Travel_Frequently,Yes,1,4,10,Yes
Sales,5361.968832,Non-Travel,No,1,2,11,No
Research & Development,5115.356339,Non-Travel,Yes,3,4,13,No
Research & Development,5223.566737,Non-Travel,No,4,2,9,No
Sales,5015.979736,Travel_Frequently,Yes,2,4,10,Yes
Sales,5242.770147,Travel_Frequently,Yes,1,2,12,Yes
Research & Development,4705.578394,Non-Travel,Yes,3,4,11,No
Sales,4811.238972,Non-Travel,Yes,2,1,9,Yes
Research & Development,5551.072137,Travel_Rarely,No,3,4,13,No
Research & Development,4444.641785,Travel_Rarely,Yes,2,2,13,Yes
Sales,5084.626258,Travel_Frequently,No,2,2,8,No
Sales,4613.869065,Non-Travel,No,2,4,8,No
Sales,5209.389813,Non-Travel,No,1,3,7,No
Research & Development,4564.443942,Travel_Frequently,No,2,4,12,No
Research & Development,5439.977614,Travel_Frequently,Yes,4,1,13,No
Sales,4657.636424,Travel_Frequently,No,2,4,10,Yes
Research & Development,5238.077276,Travel_Rarely,Yes,1,2,9,Yes
Human Resources,4897.212275,Non-Travel,Yes,3,4,7,No
Sales,5148.436948,Travel_Frequently,Yes,3,3,9,Yes
Human Resources,5018.215146,Travel_Frequently,Yes,4,4,10,Yes
Research & Development,5475.520107,Travel_Frequently,Yes,1,3,9,Yes
Human Resources,4703.728565,Non-Travel,Yes,3,4,11,No
Human Resources,5293.794363,Travel_Rarely,Yes,2,2,9,Yes
Human Resources,5382.219537,Travel_Rarely,No,1,3,13,No
Human Resources,4788.19617,Travel_Frequently,No,3,1,13,No
Research & Development,4570.698688,Travel_Frequently,Yes,3,3,9,Yes
Human Resources,5178.86059,Travel_Rarely,No,4,3,12,No
Sales,5006.256566,Travel_Frequently,Yes,2,2,12,Yes
Sales,5339.720308,Non-Travel,No,3,4,8,No
Human Resources,5147.412618,Non-Travel,Yes,1,2,10,Yes
Research & Development,5077.549888,Travel_Rarely,Yes,2,1,13,Yes
Human Resources,3963.658721,Travel_Rarely,Yes,4,3,14,No
Research & Development,5138.804771,Travel_Rarely,No,1,2,12,Yes
Research & Development,5353.142595,Non-Travel,No,1,2,12,No
Research & Development,4566.098191,Travel_Frequently,No,3,4,9,No
Human Resources,4426.001623,Travel_Rarely,Yes,4,2,12,No
Human Resources,5331.31061,Travel_Frequently,No,1,2,9,Yes
Sales,4766.293457,Travel_Rarely,No,4,3,9,No
Human Resources,5129.645419,Non-Travel,Yes,4,4,12,No
Human Resources,4088.791417,Travel_Rarely,No,1,3,11,Yes
Human Resources,4103.71965,Non-Travel,Yes,1,1,7,Yes
Research & Development,5051.480191,Non-Travel,Yes,2,1,10,No
Research & Development,4315.864528,Travel_Frequently,Yes,4,1,11,Yes
Human Resources,4764.724993,Travel_Rarely,No,1,3,10,Yes
Human Resources,4518.262732,Travel_Rarely,Yes,3,4,7,Yes
Human Resources,4884.346422,Travel_Rarely,Yes,2,1,10,Yes
Research & Development,4521.738109,Non-Travel,No,1,3,12,Yes
Human Resources,4333.907212,Travel_Rarely,No,1,1,8,Yes
Research & Development,4957.781481,Travel_Rarely,No,1,3,11,Yes
Sales,5268.99661,Travel_Frequently,No,3,2,11,No
Human Resources,4723.859795,Travel_Rarely,Yes,1,3,11,Yes
Human Resources,5825.529794,Non-Travel,Yes,4,1,12,No
Sales,4975.530821,Travel_Frequently,No,3,1,11,Yes
Human Resources,4773.166767,Travel_Frequently,Yes,1,2,10,Yes
Research & Development,3968.286511,Non-Travel,No,3,4,13,No
Sales,5227.271134,Travel_Frequently,No,4,3,10,No
Research & Development,4725.920188,Non-Travel,Yes,3,1,9,Yes
Research & Development,4919.467247,Travel_Rarely,Yes,4,2,9,Yes
Sales,4781.736002,Travel_Rarely,Yes,2,1,14,Yes
Research & Development,4594.014927,Travel_Rarely,Yes,2,2,9,Yes
Sales,4835.281906,Travel_Frequently,Yes,1,2,10,Yes
Sales,4979.065781,Travel_Frequently,Yes,4,4,10,No
Sales,5274.719241,Travel_Frequently,No,1,4,11,No
Human Resources,5421.187175,Non-Travel,No,3,1,12,No
Human Resources,5193.222412,Non-Travel,No,2,1,10,No
Sales,4099.194309,Non-Travel,No,1,4,8,Yes
Sales,4585.633522,Travel_Rarely,No,2,2,10,No
Research & Development,5331.935415,Non-Travel,No,4,1,12,No
Sales,4296.64962,Non-Travel,Yes,4,4,8,Yes
Sales,5674.101842,Travel_Rarely,No,3,3,10,No
Sales,4775.598346,Travel_Rarely,No,3,2,8,No
Human Resources,5738.278585,Non-Travel,No,3,2,11,No
Sales,4323.594355,Non-Travel,No,2,3,12,No
Research & Development,4788.98297,Non-Travel,Yes,4,2,7,Yes
Sales,4858.427959,Travel_Rarely,Yes,2,4,10,No
Sales,5081.433215,Non-Travel,Yes,2,2,11,No
Sales,5887.475877,Travel_Rarely,Yes,4,4,9,No
Sales,4344.016624,Travel_Frequently,No,1,4,8,Yes
Research & Development,5096.354737,Travel_Rarely,No,4,3,12,No
Sales,4996.646602,Travel_Frequently,Yes,1,2,12,Yes
Human Resources,5143.323558,Non-Travel,No,1,2,11,No
Sales,4914.149836,Travel_Frequently,No,4,2,7,Yes
Human Resources,4554.068627,Travel_Frequently,No,2,1,9,Yes
Human Resources,5489.434949,Travel_Frequently,Yes,1,1,9,Yes
Sales,5141.882501,Travel_Frequently,No,3,3,13,No
Sales,5493.234086,Non-Travel,No,1,3,10,No
Sales,5070.641322,Travel_Frequently,No,2,2,13,No
Research & Development,5133.53382,Non-Travel,Yes,3,4,8,No
Human Resources,5016.397057,Travel_Frequently,No,2,3,13,No
Research & Development,4712.220537,Travel_Frequently,Yes,4,1,8,Yes
Sales,4173.14359,Travel_Frequently,Yes,2,1,8,Yes
Research & Development,4869.152846,Non-Travel,No,3,1,11,No
Human Resources,4536.154967,Travel_Rarely,Yes,4,4,11,No
Human Resources,4335.328854,Travel_Frequently,No,2,3,11,Yes
Research & Development,4491.304083,Travel_Rarely,No,2,4,10,No
Human Resources,4167.162041,Travel_Rarely,Yes,3,2,10,Yes
Sales,4558.435393,Travel_Rarely,No,4,2,9,No
Sales,4544.984486,Travel_Rarely,Yes,3,3,12,No
Research & Development,5058.062179,Non-Travel,Yes,4,1,10,No
Human Resources,5034.717426,Non-Travel,No,4,4,6,No
Sales,5386.950267,Non-Travel,No,2,4,9,No
Sales,5025.009609,Travel_Frequently,Yes,1,2,11,Yes
Sales,4822.514184,Non-Travel,Yes,2,4,10,No
Research & Development,4771.415387,Travel_Frequently,Yes,4,2,7,Yes
Research & Development,4554.16362,Travel_Rarely,Yes,2,4,10,Yes
Sales,4740.899362,Travel_Frequently,No,4,2,7,Yes
Human Resources,4799.756471,Non-Travel,No,3,3,13,No
Human Resources,4812.516884,Non-Travel,No,4,4,10,No
Human Resources,4629.394215,Non-Travel,Yes,3,4,10,No
Research & Development,4810.837165,Travel_Rarely,Yes,4,4,9,No
Sales,4454.073207,Travel_Frequently,Yes,1,3,11,Yes
Research & Development,5173.996104,Travel_Rarely,Yes,2,1,12,Yes
Human Resources,5413.321118,Travel_Rarely,No,2,1,9,No
Sales,4767.648769,Travel_Rarely,Yes,2,4,9,No
Sales,3708.517096,Travel_Frequently,Yes,3,3,13,Yes
Human Resources,4824.769413,Travel_Frequently,Yes,2,3,10,Yes
Human Resources,4578.286434,Non-Travel,No,4,2,10,No
Sales,4518.453032,Travel_Rarely,Yes,4,4,10,No
Research & Development,5157.262254,Travel_Rarely,No,2,4,8,No
Research & Development,5811.492952,Travel_Frequently,No,1,3,11,No
Human Resources,4744.709347,Non-Travel,No,2,3,9,No
Research & Development,4889.702693,Travel_Rarely,Yes,2,1,11,Yes
Human Resources,4873.931783,Non-Travel,No,2,4,9,No
Research & Development,4397.16545,Travel_Rarely,No,1,2,8,Yes
Sales,4342.797321,Travel_Rarely,No,2,2,11,Yes
Sales,5294.660422,Travel_Frequently,No,3,4,15,No
Research & Development,5619.143973,Travel_Frequently,No,2,4,9,No
Human Resources,5008.324605,Non-Travel,Yes,2,4,11,No
Human Resources,4736.363213,Travel_Frequently,No,4,4,12,No
Research & Development,5849.370612,Travel_Rarely,Yes,2,3,13,No
Sales,4920.073741,Travel_Rarely,Yes,3,3,10,Yes
Sales,4671.162475,Travel_Frequently,No,2,3,12,No
Research & Development,5715.249733,Travel_Rarely,Yes,3,2,11,No
Human Resources,5124.733809,Travel_Frequently,No,3,4,10,No
Research & Development,4749.008013,Non-Travel,Yes,1,2,13,Yes
Research & Development,4638.297041,Travel_Rarely,No,1,3,11,Yes
Human Resources,4967.661915,Non-Travel,No,1,3,11,No
Research & Development,4973.960536,Travel_Rarely,No,2,4,9,No
Sales,4480.929389,Travel_Rarely,Yes,2,2,8,Yes
Sales,4702.929425,Travel_Frequently,No,1,4,10,No
Research & Development,5909.668136,Non-Travel,Yes,2,3,10,No
Sales,4716.200485,Non-Travel,Yes,1,1,10,Yes
Sales,4846.920914,Non-Travel,Yes,4,4,8,No
Sales,4287.507739,Non-Travel,Yes,1,3,10,Yes
Sales,5474.262916,Travel_Rarely,Yes,3,1,11,No
Sales,4677.909788,Non-Travel,No,2,1,11,No
Sales,4628.811518,Non-Travel,No,1,1,11,No
Research & Development,4594.951416,Travel_Rarely,No,2,2,12,No
Research & Development,4450.257255,Travel_Frequently,No,3,1,11,Yes
Sales,4982.437374,Travel_Frequently,No,1,2,12,Yes
Human Resources,5108.740717,Travel_Rarely,No,3,2,12,No
Human Resources,4846.581794,Non-Travel,No,1,1,8,No
Research & Development,4545.442189,Non-Travel,No,4,4,13,No
Sales,4671.791754,Travel_Rarely,No,4,4,14,No
Human Resources,4031.48282,Non-Travel,No,2,1,9,No
Research & Development,5454.155252,Non-Travel,No,1,2,6,Yes
Sales,5490.332171,Travel_Frequently,Yes,3,3,12,Yes
Research & Development,4940.822659,Non-Travel,No,3,4,6,No
Research & Development,5317.250478,Travel_Frequently,No,3,2,7,No
Human Resources,4750.355258,Non-Travel,No,4,1,9,No
Research & Development,5475.440652,Travel_Rarely,Yes,1,4,10,Yes
Sales,4843.645688,Travel_Rarely,No,3,3,9,No
Sales,4774.591139,Non-Travel,Yes,4,1,11,No
Research & Development,4485.990534,Travel_Frequently,Yes,1,1,11,Yes
Research & Development,4505.766159,Travel_Rarely,Yes,1,4,10,Yes
Research & Development,4688.834352,Travel_Frequently,No,1,4,9,Yes
Human Resources,5505.811363,Travel_Rarely,Yes,2,1,12,Yes
Human Resources,5316.484238,Travel_Frequently,No,4,4,11,No
Human Resources,5208.42009,Non-Travel,No,1,2,10,No
Sales,4001.098582,Travel_Frequently,Yes,4,2,9,Yes
Research & Development,5832.800278,Non-Travel,No,2,2,8,No
Human Resources,4582.772954,Travel_Rarely,No,1,1,8,Yes
Sales,4643.026682,Travel_Frequently,No,3,4,10,No
Sales,4159.184747,Travel_Frequently,No,3,2,9,Yes
Research & Development,5454.670571,Travel_Rarely,No,4,3,7,No
Human Resources,5389.809219,Travel_Rarely,No,4,1,7,No
Human Resources,5787.017121,Non-Travel,No,3,1,10,No
Sales,3990.651372,Non-Travel,Yes,4,2,11,Yes
Human Resources,5576.940076,Non-Travel,No,3,4,12,No
Sales,4564.983801,Non-Travel,No,4,1,10,No
Sales,5469.480171,Non-Travel,No,2,4,9,No
Sales,4509.596362,Travel_Rarely,No,3,2,8,Yes
Research & Development,4998.261998,Travel_Frequently,Yes,4,4,15,Yes
Sales,4864.424028,Travel_Rarely,Yes,2,4,9,No
Sales,4027.068588,Travel_Frequently,No,1,4,9,Yes
Sales,5298.55403,Travel_Rarely,No,4,1,11,No
Research & Development,4061.011789,Travel_Rarely,Yes,3,2,10,Yes
Sales,4213.753636,Travel_Rarely,Yes,1,2,10,Yes
Research & Development,5845.580516,Travel_Rarely,No,4,2,10,No
Sales,4929.965404,Travel_Rarely,No,2,4,7,Yes
Research & Development,4778.427675,Non-Travel,Yes,1,3,12,Yes
Research & Development,4050.360666,Travel_Rarely,Yes,2,3,9,Yes
Research & Development,5310.36734,Travel_Frequently,Yes,4,3,9,Yes
Human Resources,5819.791348,Non-Travel,No,1,3,11,No
Sales,5135.746234,Non-Travel,No,3,1,8,No
Sales,5457.522121,Travel_Rarely,No,3,2,10,No
Human Resources,4440.026698,Travel_Frequently,No,1,3,10,Yes
Human Resources,5127.049766,Non-Travel,No,4,4,9,No
Human Resources,5128.636102,Travel_Rarely,No,2,1,6,Yes
Research & Development,4939.180403,Travel_Rarely,No,3,3,11,No
Human Resources,4442.129945,Non-Travel,No,1,2,11,No
Research & Development,4966.692723,Travel_Rarely,Yes,2,3,9,Yes
Research & Development,6139.052754,Non-Travel,No,4,2,9,No
Sales,4565.529068,Non-Travel,No,2,2,6,No
Research & Development,5147.142214,Travel_Rarely,No,3,3,8,No
Research & Development,4031.856671,Non-Travel,No,3,1,7,Yes
